Installation de production Saint-Cyrille-de-Wendover;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2018;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
Y2007913;Ville de Saint-Cesaire;31745;2018;1;349;178424580;584173.87;28;10913230;10913230;Souterrain;301808;45631;Station de purification Saint-Cesaire (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.3778;-73.03285;10913230
Y2007913;Ville de Saint-Cesaire;31745;2018;2;349;178424580;584173.87;21;6183230;6183230;Souterrain;301809;45631;Station de purification Saint-Cesaire (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.3778;-73.03285;6183230
Y2007913;Ville de Saint-Cesaire;31745;2018;3;349;178424580;584173.87;26;11981920;11981920;Souterrain;301810;45631;Station de purification Saint-Cesaire (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.3778;-73.03285;11981920
Y2007913;Ville de Saint-Cesaire;31745;2018;4;349;178424580;584173.87;29;15801510;15801510;Souterrain;301811;45631;Station de purification Saint-Cesaire (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.3778;-73.03285;15801510
Y2007913;Ville de Saint-Cesaire;31745;2018;5;349;178424580;584173.87;31;18109390;18109390;Souterrain;301812;45631;Station de purification Saint-Cesaire (post.chl.);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.3778;-73.03285;18109390
Y0301781;Club de golf Le Montmorency inc.;31762;2018;8;147;18785000;172451.61;31;3883000;3883000;Surface;301986;45650;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89415;-71.15815;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;9;147;18785000;172451.61;30;2296000;2296000;Surface;301987;45650;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89415;-71.15815;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;10;147;18785000;172451.61;8;18000;18000;Surface;301988;45650;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89415;-71.15815;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;5;144;11636000;115516.13;14;1007000;1007000;Surface;301989;45649;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89429819;-71.16019149;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;6;144;11636000;115516.13;30;3117000;3117000;Surface;301990;45649;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89429819;-71.16019149;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;7;144;11636000;115516.13;31;3581000;3581000;Surface;301991;45649;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89429819;-71.16019149;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;8;144;11636000;115516.13;31;2114000;2114000;Surface;301992;45649;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89429819;-71.16019149;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;9;144;11636000;115516.13;30;1796000;1796000;Surface;301993;45649;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89429819;-71.16019149;NULL
Y0301781;Club de golf Le Montmorency inc.;31762;2018;10;144;11636000;115516.13;8;21000;21000;Surface;301994;45649;Club de golf Le Montmorency inc.;71391;Terrains de golf & country clubs;7139  ;46.89429819;-71.16019149;NULL
Y2009867;Ville de Riviere-Rouge;31765;2018;4;365;186398000;589500;30;14519000;14519000;Souterrain;302033;45653;Systeme de production d'eau potable - Riviere-Rouge (L'Annonciation) (eau non desinfectee);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.4042504;-74.86130949;14519000
Y2009867;Ville de Riviere-Rouge;31765;2018;5;365;186398000;589500;31;16440000;16440000;Souterrain;302034;45653;Systeme de production d'eau potable - Riviere-Rouge (L'Annonciation) (eau non desinfectee);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.4042504;-74.86130949;16440000
Y2009867;Ville de Riviere-Rouge;31765;2018;6;365;186398000;589500;30;16057000;16057000;Souterrain;302035;45653;Systeme de production d'eau potable - Riviere-Rouge (L'Annonciation) (eau non desinfectee);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.4042504;-74.86130949;16057000
Y2009867;Ville de Riviere-Rouge;31765;2018;7;365;186398000;589500;31;18208000;18208000;Souterrain;302036;45653;Systeme de production d'eau potable - Riviere-Rouge (L'Annonciation) (eau non desinfectee);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.4042504;-74.86130949;18208000
Y2009867;Ville de Riviere-Rouge;31765;2018;8;365;186398000;589500;31;16467000;16467000;Souterrain;302037;45653;Systeme de production d'eau potable - Riviere-Rouge (L'Annonciation) (eau non desinfectee);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.4042504;-74.86130949;16467000
13426606;Municipalite de Saint-Roch-de-l'Achigan;31768;2018;3;365;218409000;719064.52;31;22291000;22291000;Souterrain;302056;45661;Station de purification, St-Roch-de-l'Achigan  ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.86787;-73.600813;3343650
13426606;Municipalite de Saint-Roch-de-l'Achigan;31768;2018;4;365;218409000;719064.52;30;16974000;16974000;Souterrain;302057;45661;Station de purification, St-Roch-de-l'Achigan  ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.86787;-73.600813;2546100
13426606;Municipalite de Saint-Roch-de-l'Achigan;31768;2018;5;365;218409000;719064.52;31;20041000;20041000;Souterrain;302058;45661;Station de purification, St-Roch-de-l'Achigan  ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.86787;-73.600813;3006150
13426606;Municipalite de Saint-Roch-de-l'Achigan;31768;2018;6;365;218409000;719064.52;30;20246000;20246000;Souterrain;302059;45661;Station de purification, St-Roch-de-l'Achigan  ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.86787;-73.600813;3036900
13426606;Municipalite de Saint-Roch-de-l'Achigan;31768;2018;7;365;218409000;719064.52;31;19223000;19223000;Souterrain;302060;45661;Station de purification, St-Roch-de-l'Achigan  ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.86787;-73.600813;2883450
13426606;Municipalite de Saint-Roch-de-l'Achigan;31768;2018;8;365;218409000;719064.52;31;18610000;18610000;Souterrain;302061;45661;Station de purification, St-Roch-de-l'Achigan  ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.86787;-73.600813;2791500
Y2012548;Essity Canada inc.;31830;2018;5;365;17075000;96193.55;31;810000;810000;NULL;302666;45743;Essity Canada Inc.;3133;Finissage de textiles, tissus & revet. tissus;313   ;NULL;NULL;NULL
Y2012548;Essity Canada inc.;31830;2018;6;365;17075000;96193.55;30;1619000;1619000;NULL;302667;45743;Essity Canada Inc.;3133;Finissage de textiles, tissus & revet. tissus;313   ;NULL;NULL;NULL
Y2012548;Essity Canada inc.;31830;2018;7;365;17075000;96193.55;31;2270000;2270000;NULL;302668;45743;Essity Canada Inc.;3133;Finissage de textiles, tissus & revet. tissus;313   ;NULL;NULL;NULL
Y2012548;Essity Canada inc.;31830;2018;8;365;17075000;96193.55;31;2982000;2982000;NULL;302669;45743;Essity Canada Inc.;3133;Finissage de textiles, tissus & revet. tissus;313   ;NULL;NULL;NULL
Y2012548;Essity Canada inc.;31830;2018;9;365;17075000;96193.55;30;1948000;1948000;NULL;302670;45743;Essity Canada Inc.;3133;Finissage de textiles, tissus & revet. tissus;313   ;NULL;NULL;NULL
Y2007347;Ville de Trois-Rivieres;31851;2018;8;45;33762000;1228250;2;1463000;1463000;Souterrain;303144;45858;Systeme de production d'eau potable Cap-de-la-Madeleine - Trois-Rivieres;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.39390599;-72.51722799;NULL
Y2006667;Ville de Rouyn-Noranda;31802;2018;1;365;56460000;169100;31;4399000;4399000;Souterrain;303145;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;659850
Y2006667;Ville de Rouyn-Noranda;31802;2018;12;365;2023200;24903.23;31;85000;85000;Souterrain;303142;45703;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24563042;-79.13427248;12750
Y2007347;Ville de Trois-Rivieres;31851;2018;1;45;33762000;1228250;7;3133000;3133000;Souterrain;303143;45858;Systeme de production d'eau potable Cap-de-la-Madeleine - Trois-Rivieres;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.39390599;-72.51722799;NULL
Y2006667;Ville de Rouyn-Noranda;31802;2018;2;365;56460000;169100;28;4347000;4347000;Souterrain;303146;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;652050
Y2007347;Ville de Trois-Rivieres;31851;2018;9;45;33762000;1228250;0;0;0;Souterrain;303147;45858;Systeme de production d'eau potable Cap-de-la-Madeleine - Trois-Rivieres;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.39390599;-72.51722799;NULL
Y2006667;Ville de Rouyn-Noranda;31802;2018;3;365;56460000;169100;31;4499000;4499000;Souterrain;303148;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;674850
Y2007347;Ville de Trois-Rivieres;31851;2018;10;45;33762000;1228250;1;409000;409000;Souterrain;303149;45858;Systeme de production d'eau potable Cap-de-la-Madeleine - Trois-Rivieres;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.39390599;-72.51722799;NULL
Y2006667;Ville de Rouyn-Noranda;31802;2018;4;365;56460000;169100;30;5073000;5073000;Souterrain;303150;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;760950
Y2006667;Ville de Rouyn-Noranda;31802;2018;5;365;56460000;169100;31;4744000;4744000;Souterrain;303151;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;711600
Y2006667;Ville de Rouyn-Noranda;31802;2018;6;365;56460000;169100;30;4729000;4729000;Souterrain;303152;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;709350
Y2006667;Ville de Rouyn-Noranda;31802;2018;7;365;56460000;169100;31;4916000;4916000;Souterrain;303153;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;737400
Y2007347;Ville de Trois-Rivieres;31851;2018;11;45;33762000;1228250;6;6715000;6715000;Souterrain;303154;45858;Systeme de production d'eau potable Cap-de-la-Madeleine - Trois-Rivieres;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.39390599;-72.51722799;NULL
Y2006667;Ville de Rouyn-Noranda;31802;2018;8;365;56460000;169100;31;4946000;4946000;Souterrain;303155;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;741900
Y2007347;Ville de Trois-Rivieres;31851;2018;12;45;33762000;1228250;4;485000;485000;Souterrain;303156;45858;Systeme de production d'eau potable Cap-de-la-Madeleine - Trois-Rivieres;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.39390599;-72.51722799;NULL
Y2006667;Ville de Rouyn-Noranda;31802;2018;9;365;56460000;169100;30;4267000;4267000;Souterrain;303157;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;640050
Y2006667;Ville de Rouyn-Noranda;31802;2018;10;365;56460000;169100;31;4999000;4999000;Souterrain;303158;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;749850
Y2006667;Ville de Rouyn-Noranda;31802;2018;11;365;56460000;169100;30;4688000;4688000;Souterrain;303159;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;703200
Y2006667;Ville de Rouyn-Noranda;31802;2018;12;365;56460000;169100;31;4853000;4853000;Souterrain;303160;45705;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24590316;-79.14207874;727950
Y2006667;Ville de Rouyn-Noranda;31802;2018;1;365;205647000;647193.55;31;19672000;19672000;Souterrain;303161;45704;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24695676;-79.14131923;2950800
Y2006667;Ville de Rouyn-Noranda;31802;2018;2;365;205647000;647193.55;28;15253000;15253000;Souterrain;303162;45704;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24695676;-79.14131923;2287950
Y2006667;Ville de Rouyn-Noranda;31802;2018;3;365;205647000;647193.55;31;14925000;14925000;Souterrain;303163;45704;Systeme d'approvisionnement sans traitement Quartier Evain (R-N);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.24695676;-79.14131923;2238750
Y2007140;Ville de Portneuf;31863;2018;7;365;144877000;475129.03;31;13611000;13611000;Souterrain;303191;45864;Installation de production d'eau potable Portneuf (Les Sources);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.7017;-71.8831;NULL
Y2046851;Pepiniere St-Paul de Joliette inc.;31015;2018;8;1;62701;62701;1;62701;62701;Surface;303367;44568;Pepiniere Saint-Paul de Joliette inc.;1114;Culture en serre, en pepiniere & floriculture;111   ;45.955452;-73.411792;56430.9
Y2007347;Ville de Trois-Rivieres;31848;2018;1;6;6335000;1258400;0;0;0;Souterrain;303368;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;2;6;6335000;1258400;0;0;0;Souterrain;303369;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;3;6;6335000;1258400;0;0;0;Souterrain;303370;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;4;6;6335000;1258400;0;0;0;Souterrain;303371;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;5;6;6335000;1258400;0;0;0;Souterrain;303372;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;6;6;6335000;1258400;0;0;0;Souterrain;303373;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;7;6;6335000;1258400;0;0;0;Souterrain;303374;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2046851;Pepiniere St-Paul de Joliette inc.;31015;2018;9;1;62701;62701;0;0;0;Surface;303375;44568;Pepiniere Saint-Paul de Joliette inc.;1114;Culture en serre, en pepiniere & floriculture;111   ;45.955452;-73.411792;0
Y2007347;Ville de Trois-Rivieres;31848;2018;8;6;6335000;1258400;1;43000;43000;Souterrain;303376;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;9;6;6335000;1258400;5;6292000;6292000;Souterrain;303377;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;10;6;6335000;1258400;0;0;0;Souterrain;303378;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;11;6;6335000;1258400;0;0;0;Souterrain;303379;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2007347;Ville de Trois-Rivieres;31848;2018;12;6;6335000;1258400;0;0;0;Souterrain;303380;45779;Station de purification Trois-Rivieres-Ouest ;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.37029322;-72.66495437;NULL
Y2046851;Pepiniere St-Paul de Joliette inc.;31015;2018;10;1;62701;62701;0;0;0;Surface;303381;44568;Pepiniere Saint-Paul de Joliette inc.;1114;Culture en serre, en pepiniere & floriculture;111   ;45.955452;-73.411792;0
19304450;Agropur cooperative;31575;2018;12;360;297306000;892166.67;31;27551000;27551000;Surface;303440;45359;Agropur Cooperative - Usine de Beauceville;3115;Fab. de produits laitiers;311   ;46.24545;-70.812975;NULL
Y2007140;Ville de Portneuf;31867;2018;11;365;7058000;68258.06;30;1000;1000;Souterrain;303441;45868;Installation de production d'eau potable Portneuf (Saint-Louis);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.7166;-71.89853;NULL
Y2007140;Ville de Portneuf;31867;2018;12;365;7058000;68258.06;31;1000;1000;Souterrain;303442;45868;Installation de production d'eau potable Portneuf (Saint-Louis);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.7166;-71.89853;NULL
Y2046851;Pepiniere St-Paul de Joliette inc.;31015;2018;8;62;11388698;285552.52;31;8852128;8852128;Surface;303443;44567;Pepiniere Saint-Paul de Joliette inc.;1114;Culture en serre, en pepiniere & floriculture;111   ;45.949783;-73.406705;7966915.2
11363900;Club de golf Elm Ridge inc.;31884;2018;7;93;139350000;1498428.57;24;35961000;35961000;Souterrain;303752;45900;Club de golf Elm Ridge inc.;71391;Terrains de golf & country clubs;7139  ;45.48183611;-73.90879167;NULL
11363900;Club de golf Elm Ridge inc.;31884;2018;8;93;139350000;1498428.57;24;35961000;35961000;Souterrain;303753;45900;Club de golf Elm Ridge inc.;71391;Terrains de golf & country clubs;7139  ;45.48183611;-73.90879167;NULL
11363900;Club de golf Elm Ridge inc.;31884;2018;9;93;139350000;1498428.57;25;37460000;37460000;Souterrain;303754;45900;Club de golf Elm Ridge inc.;71391;Terrains de golf & country clubs;7139  ;45.48183611;-73.90879167;NULL
11363900;Club de golf Elm Ridge inc.;31884;2018;10;93;139350000;1498428.57;0;0;0;Souterrain;303755;45900;Club de golf Elm Ridge inc.;71391;Terrains de golf & country clubs;7139  ;45.48183611;-73.90879167;NULL
11363900;Club de golf Elm Ridge inc.;31884;2018;11;93;139350000;1498428.57;0;0;0;Souterrain;303756;45900;Club de golf Elm Ridge inc.;71391;Terrains de golf & country clubs;7139  ;45.48183611;-73.90879167;NULL
11363900;Club de golf Elm Ridge inc.;31884;2018;12;93;139350000;1498428.57;0;0;0;Souterrain;303757;45900;Club de golf Elm Ridge inc.;71391;Terrains de golf & country clubs;7139  ;45.48183611;-73.90879167;NULL
