Installation de production Saint-Cyrille-de-Wendover;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Annee:2018;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;
Numero de l'intervenant;Nom de l'intervenant;Numero sequentiel du lieu de la declaration;Annee;Mois;Nbr annuel de jours de prelevement;Volume annuel preleve (l);Volume moyen quotidien (l);Nombre de jour de prelevement;Volume dedie par lieu par scian;Volume total mensuel;Source du prelevement (description);Numero sequentiel d'utilisation de la declaration;Numero sequentiel du site de prelevement;Nom legal du lieu ou personne physique;Code scian par lieu par mois (code);Code scian par lieu par mois (description);Code scian par lieu par mois (groupe);Latitude DD Nad83 (site);Longitude DD Nad83 (site);Volume consomme par lieu par scian
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;9;66;135679000;2789000;7;13735000;13735000;Souterrain;336623;49090;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52260896;-73.95745622;2060250
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;10;66;135679000;2789000;26;54641000;54641000;Souterrain;336624;49090;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52260896;-73.95745622;8196150
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;11;66;135679000;2789000;14;28792000;28792000;Souterrain;336625;49090;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52260896;-73.95745622;4318800
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;12;66;135679000;2789000;17;35388000;35388000;Souterrain;336626;49090;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52260896;-73.95745622;5308200
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;1;286;597817000;2315235.29;7;14793000;14793000;Souterrain;336627;49091;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52297583;-73.95797124;2218950
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;2;286;597817000;2315235.29;24;50315000;50315000;Souterrain;336628;49091;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52297583;-73.95797124;7547250
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;3;286;597817000;2315235.29;28;56983000;56983000;Souterrain;336629;49091;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52297583;-73.95797124;8547450
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;4;286;597817000;2315235.29;30;62606000;62606000;Souterrain;336630;49091;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52297583;-73.95797124;9390900
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;5;286;597817000;2315235.29;16;33742000;33742000;Souterrain;336631;49091;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52297583;-73.95797124;5061300
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;6;286;597817000;2315235.29;17;39359000;39359000;Souterrain;336632;49091;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52297583;-73.95797124;5903850
13434550;Ville de Sainte-Marthe-sur-le-Lac;33891;2018;7;286;597817000;2315235.29;31;70322000;70322000;Souterrain;336633;49091;Systeme d'approvisionnement - Ste-Marthe-sur-le-Lac (puits);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.52297583;-73.95797124;10548300
90545211;Municipalite de Sainte-Felicite;34177;2018;7;365;172806000;602600;31;14105000;14105000;Surface;340872;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;8;365;172806000;602600;31;15887000;15887000;Surface;340873;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
90545211;Municipalite de Sainte-Felicite;34177;2018;9;365;172806000;602600;30;15561000;15561000;Surface;340874;49572;Station de purification Sainte-Felicite;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.87705098;-67.31252823;NULL
11403672;Le club de Golf de l'epiphanie inc.;33558;2018;4;219;219000;1000;15;15000;15000;Souterrain;332987;48620;Le Club de Golf de L'epiphanie Inc.;713910;Terrains de golf & country clubs;71391 ;45.86496667;-73.50151667;NULL
11403672;Le club de Golf de l'epiphanie inc.;33558;2018;5;219;219000;1000;31;31000;31000;Souterrain;332988;48620;Le Club de Golf de L'epiphanie Inc.;713910;Terrains de golf & country clubs;71391 ;45.86496667;-73.50151667;NULL
Y0300986;Biscuits Leclerc ltee;33620;2018;2;365;18108080;59623.57;28;1669460;1669460;NULL;333423;48688;Biscuits Leclerc ltee  (70 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y0300986;Biscuits Leclerc ltee;33620;2018;3;365;18108080;59623.57;31;1606170;1606170;NULL;333424;48688;Biscuits Leclerc ltee  (70 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y0300986;Biscuits Leclerc ltee;33620;2018;4;365;18108080;59623.57;30;1488620;1488620;NULL;333425;48688;Biscuits Leclerc ltee  (70 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y0300986;Biscuits Leclerc ltee;33620;2018;5;365;18108080;59623.57;31;1613810;1613810;NULL;333426;48688;Biscuits Leclerc ltee  (70 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y0300986;Biscuits Leclerc ltee;33620;2018;6;365;18108080;59623.57;30;1488620;1488620;NULL;333427;48688;Biscuits Leclerc ltee  (70 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y0300986;Biscuits Leclerc ltee;33620;2018;7;365;18108080;59623.57;31;1452990;1452990;NULL;333428;48688;Biscuits Leclerc ltee  (70 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y0300986;Biscuits Leclerc ltee;33620;2018;8;365;18108080;59623.57;31;1715100;1715100;NULL;333429;48688;Biscuits Leclerc ltee  (70 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y2074222;Lantic inc.;33652;2018;11;365;7006586000;29264645.16;30;487959000;487959000;Surface;333778;48737;Lantic inc.;311310;Fab. de sucre;31131 ;45.54583333;-73.53;4392000
Y2074222;Lantic inc.;33652;2018;12;365;7006586000;29264645.16;31;390265000;390265000;Surface;333779;48737;Lantic inc.;311310;Fab. de sucre;31131 ;45.54583333;-73.53;3512000
Y2074222;Lantic inc.;33652;2018;1;365;1494580000;5055677.42;31;131763000;131763000;NULL;333780;48738;Lantic inc.;311310;Fab. de sucre;31131 ;NULL;NULL;NULL
Y2074222;Lantic inc.;33652;2018;2;365;1494580000;5055677.42;28;114258000;114258000;NULL;333781;48738;Lantic inc.;311310;Fab. de sucre;31131 ;NULL;NULL;NULL
Y2074222;Lantic inc.;33652;2018;3;365;1494580000;5055677.42;31;113571000;113571000;NULL;333782;48738;Lantic inc.;311310;Fab. de sucre;31131 ;NULL;NULL;NULL
Y2074222;Lantic inc.;33652;2018;4;365;1494580000;5055677.42;30;136935000;136935000;NULL;333783;48738;Lantic inc.;311310;Fab. de sucre;31131 ;NULL;NULL;NULL
Y2074222;Lantic inc.;33652;2018;5;365;1494580000;5055677.42;31;108238000;108238000;NULL;333784;48738;Lantic inc.;311310;Fab. de sucre;31131 ;NULL;NULL;NULL
Y2074222;Lantic inc.;33652;2018;6;365;1494580000;5055677.42;30;112869000;112869000;NULL;333785;48738;Lantic inc.;311310;Fab. de sucre;31131 ;NULL;NULL;NULL
Y2007926;Ville de Princeville;33704;2018;1;365;1096791000;3112466.67;31;93188000;93188000;Souterrain;334521;48816;Installation de production de Princeville;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.14525977;-71.84559029;93188000
Y0800133;Municipalite de Normetal;33581;2018;5;364;56185100;189646.43;31;4722700;4722700;Souterrain;334547;48647;Systeme d'approvisionnement sans traitement Normetal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.98277266;-79.34902246;NULL
Y0800133;Municipalite de Normetal;33581;2018;6;364;56185100;189646.43;30;4194900;4194900;Souterrain;334548;48647;Systeme d'approvisionnement sans traitement Normetal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.98277266;-79.34902246;NULL
Y0800133;Municipalite de Normetal;33581;2018;7;364;56185100;189646.43;31;4453400;4453400;Souterrain;334550;48647;Systeme d'approvisionnement sans traitement Normetal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.98277266;-79.34902246;NULL
Y0800133;Municipalite de Normetal;33581;2018;8;364;56185100;189646.43;31;5608600;5608600;Souterrain;334551;48647;Systeme d'approvisionnement sans traitement Normetal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.98277266;-79.34902246;NULL
Y0800133;Municipalite de Normetal;33581;2018;9;364;56185100;189646.43;30;4269300;4269300;Souterrain;334552;48647;Systeme d'approvisionnement sans traitement Normetal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.98277266;-79.34902246;NULL
Y0800133;Municipalite de Normetal;33581;2018;10;364;56185100;189646.43;31;4351400;4351400;Souterrain;334554;48647;Systeme d'approvisionnement sans traitement Normetal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.98277266;-79.34902246;NULL
Y0800133;Municipalite de Normetal;33581;2018;11;364;56185100;189646.43;30;4662600;4662600;Souterrain;334555;48647;Systeme d'approvisionnement sans traitement Normetal;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.98277266;-79.34902246;NULL
13438023;Municipalite de la paroisse de Saint-Octave-de-Metis;33714;2018;10;365;21348800;71538.71;31;2049500;2049500;Souterrain;334647;48825;Station de purification Saint-Octave-de-Metis;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.6098;-68.0973;NULL
13438023;Municipalite de la paroisse de Saint-Octave-de-Metis;33714;2018;11;365;21348800;71538.71;30;1557100;1557100;Souterrain;334648;48825;Station de purification Saint-Octave-de-Metis;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.6098;-68.0973;NULL
13438023;Municipalite de la paroisse de Saint-Octave-de-Metis;33714;2018;12;365;21348800;71538.71;31;1810900;1810900;Souterrain;334649;48825;Station de purification Saint-Octave-de-Metis;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;48.6098;-68.0973;NULL
Y0800180;Municipalite de Laverlochere-Angliers;33748;2018;11;364;265723000;811096.77;30;21176000;21176000;Souterrain;335073;48887;Station de purification Laverlochere;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.425637;-79.312956;3176400
Y0800180;Municipalite de Laverlochere-Angliers;33748;2018;12;364;265723000;811096.77;31;21187000;21187000;Souterrain;335074;48887;Station de purification Laverlochere;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.425637;-79.312956;3178050
11492261;Ville de Candiac;33752;2018;2;0;0;0;0;0;0;Surface;335119;48895;Station de purification Ville de Candiac;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40876333;-73.52976633;0
11492261;Ville de Candiac;33752;2018;3;0;0;0;0;0;0;Surface;335120;48895;Station de purification Ville de Candiac;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40876333;-73.52976633;0
11492261;Ville de Candiac;33752;2018;4;0;0;0;0;0;0;Surface;335121;48895;Station de purification Ville de Candiac;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40876333;-73.52976633;0
11492261;Ville de Candiac;33752;2018;5;0;0;0;0;0;0;Surface;335122;48895;Station de purification Ville de Candiac;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40876333;-73.52976633;0
11492261;Ville de Candiac;33752;2018;6;0;0;0;0;0;0;Surface;335123;48895;Station de purification Ville de Candiac;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.40876333;-73.52976633;0
17820143;Municipalite de Saint-Michel-des-Saints;33768;2018;12;364;57707000;263677.42;31;4737000;4737000;Souterrain;335342;48922;"Systeme d'approvisionnement en eau souterraine ""Manawan-Durand""";22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.68444985;-73.92144489;NULL
24487555;Corporation de Technologie Matting;33816;2018;1;364;22257000;102566.67;31;1903000;1903000;NULL;336083;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;1;364;22257000;102566.67;31;0;1903000;NULL;336084;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;2;364;22257000;102566.67;28;2510000;2510000;NULL;336085;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;2;364;22257000;102566.67;28;0;2510000;NULL;336086;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;3;364;22257000;102566.67;30;2510000;2510000;NULL;336087;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;3;364;22257000;102566.67;30;0;2510000;NULL;336088;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;4;364;22257000;102566.67;30;1609000;1609000;NULL;336089;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;4;364;22257000;102566.67;30;0;1609000;NULL;336090;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;5;364;22257000;102566.67;31;658000;658000;NULL;336091;48997;Corporation de technologie Matting;314110;Usines de tapis & de carpettes;31411 ;NULL;NULL;NULL
24487555;Corporation de Technologie Matting;33816;2018;5;364;22257000;102566.67;31;0;658000;NULL;336092;48997;Corporation de technologie Matting;314990;Usines de tous les autres produits textiles;31499 ;NULL;NULL;NULL
13432554;Municipalite d'Otter Lake;33566;2018;1;365;85949000;427419.35;31;13250000;13250000;Souterrain;332915;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;13250000
13432554;Municipalite d'Otter Lake;33566;2018;2;365;85949000;427419.35;28;5807000;5807000;Souterrain;332916;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;5807000
13432554;Municipalite d'Otter Lake;33566;2018;3;365;85949000;427419.35;31;7834000;7834000;Souterrain;332917;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;7834000
13432554;Municipalite d'Otter Lake;33566;2018;4;365;85949000;427419.35;30;5523000;5523000;Souterrain;332918;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;5523000
13432554;Municipalite d'Otter Lake;33566;2018;5;365;85949000;427419.35;31;6194000;6194000;Souterrain;332919;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;6194000
13432554;Municipalite d'Otter Lake;33566;2018;6;365;85949000;427419.35;30;6115000;6115000;Souterrain;332920;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;6115000
13432554;Municipalite d'Otter Lake;33566;2018;7;365;85949000;427419.35;31;10962000;10962000;Souterrain;332921;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;10962000
13432554;Municipalite d'Otter Lake;33566;2018;8;365;85949000;427419.35;31;7322000;7322000;Souterrain;332922;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;7322000
13432554;Municipalite d'Otter Lake;33566;2018;9;365;85949000;427419.35;30;4379000;4379000;Souterrain;332923;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;4379000
13432554;Municipalite d'Otter Lake;33566;2018;10;365;85949000;427419.35;31;4219000;4219000;Souterrain;332924;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;4219000
13432554;Municipalite d'Otter Lake;33566;2018;11;365;85949000;427419.35;30;5838000;5838000;Souterrain;332925;48631;Station de purification Municipalite d'Otter Lake;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.83767778;-76.45543333;5838000
19050129;Regie intermunicipale de l'eau potable Varennes, Sainte-Julie, Saint-Amable;33587;2018;2;365;7372168000;26780000;28;493362000;493362000;Surface;333102;48653;Station de purification Regie intermunicipale de l'eau de Varennes, Sainte-Julie, Saint-Am;22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.67456727;-73.44814422;142000
Y2095416;Nutriart inc.;33604;2018;12;365;67465000;220100;31;6603000;6603000;NULL;333236;48669;Nutriart inc.;3113;Fab. de sucre & de confiseries;311   ;NULL;NULL;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;3;365;98980000;334967.74;31;7443000;7443000;Souterrain;333354;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;4;365;98980000;334967.74;30;7135000;7135000;Souterrain;333355;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;5;365;98980000;334967.74;31;8221000;8221000;Souterrain;333356;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;6;365;98980000;334967.74;30;9159000;9159000;Souterrain;333357;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;7;365;98980000;334967.74;31;10384000;10384000;Souterrain;333358;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;8;365;98980000;334967.74;31;10084000;10084000;Souterrain;333359;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;9;365;98980000;334967.74;30;8471000;8471000;Souterrain;333360;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;10;365;98980000;334967.74;31;8001000;8001000;Souterrain;333361;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;11;365;98980000;334967.74;30;7134000;7134000;Souterrain;333362;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
13437223;Municipalite de Saint-Cyprien;33612;2018;12;365;98980000;334967.74;31;7544000;7544000;Souterrain;333363;48679;Station de purification Saint-Cyprien (Nouvelle usine);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;47.90425729;-69.00268061;NULL
Y0300986;Biscuits Leclerc ltee;33619;2018;1;365;32075140;109376.45;31;1032970;1032970;NULL;333400;48687;Biscuits Leclerc ltee  ( 95 Rotterdam);31182;Fab. biscuits, craquelins & pate alimimentaire;3118  ;NULL;NULL;NULL
Y2095963;Club de golf nominingue inc.;33668;2018;5;82;37206000;694363.64;18;7068000;7068000;Surface;333932;48761;Club de Golf de Nominingue inc.;713910;Terrains de golf & country clubs;71391 ;46.39338245;-75.02799286;NULL
Y2007390;Ville de Sainte-Marguerite-du-Lac-Masson;33698;2018;8;365;157119000;528900;31;13951000;13951000;Souterrain;334413;48806;Station de purification - Ste-Marguerite-du-Lac-Masson (puits - rue Guenette chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.05504171;-74.08309353;13951000
Y2007841;Ville Saint-Sauveur;33658;2018;6;365;5776710;20123.23;30;544040;544040;Souterrain;334414;48747;Systeme de production d'eau potable - St-Sauveur (Domaine St-Sauveur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.88625296;-74.20020819;NULL
Y2007390;Ville de Sainte-Marguerite-du-Lac-Masson;33698;2018;9;365;157119000;528900;30;12092000;12092000;Souterrain;334415;48806;Station de purification - Ste-Marguerite-du-Lac-Masson (puits - rue Guenette chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.05504171;-74.08309353;12092000
Y2007390;Ville de Sainte-Marguerite-du-Lac-Masson;33698;2018;10;365;157119000;528900;31;10258000;10258000;Souterrain;334416;48806;Station de purification - Ste-Marguerite-du-Lac-Masson (puits - rue Guenette chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.05504171;-74.08309353;10258000
Y2007390;Ville de Sainte-Marguerite-du-Lac-Masson;33698;2018;11;365;157119000;528900;30;10891000;10891000;Souterrain;334417;48806;Station de purification - Ste-Marguerite-du-Lac-Masson (puits - rue Guenette chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.05504171;-74.08309353;10891000
Y2007390;Ville de Sainte-Marguerite-du-Lac-Masson;33698;2018;12;365;157119000;528900;31;10336000;10336000;Souterrain;334418;48806;Station de purification - Ste-Marguerite-du-Lac-Masson (puits - rue Guenette chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.05504171;-74.08309353;10336000
Y2007390;Ville de Sainte-Marguerite-du-Lac-Masson;33698;2018;1;365;158670000;575225.81;31;13067000;13067000;Souterrain;334419;48807;Station de purification - Ste-Marguerite-du-Lac-Masson (puits - rue Guenette chloration);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.05500585;-74.0830673;13067000
Y2007841;Ville Saint-Sauveur;33658;2018;11;365;5776710;20123.23;30;417000;417000;Souterrain;334435;48747;Systeme de production d'eau potable - St-Sauveur (Domaine St-Sauveur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.88625296;-74.20020819;NULL
Y2007841;Ville Saint-Sauveur;33658;2018;12;365;5776710;20123.23;31;465000;465000;Souterrain;334436;48747;Systeme de production d'eau potable - St-Sauveur (Domaine St-Sauveur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.88625296;-74.20020819;NULL
Y2007841;Ville Saint-Sauveur;33658;2018;1;365;17314000;59133.33;31;1593000;1593000;Souterrain;334437;48746;Systeme de production d'eau potable - St-Sauveur (Domaine St-Sauveur);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;45.88573357;-74.19980226;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;2;364;38276293;163512.97;28;3795994;3795994;NULL;334487;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;3;364;38276293;163512.97;30;3464128;3464128;NULL;334488;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;4;364;38276293;163512.97;30;4123313;4123313;NULL;334489;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;5;364;38276293;163512.97;31;5068902;5068902;NULL;334490;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;6;364;38276293;163512.97;30;3600511;3600511;NULL;334491;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;7;364;38276293;163512.97;31;3561869;3561869;NULL;334492;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;8;364;38276293;163512.97;31;3560000;3560000;NULL;334493;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;9;364;38276293;163512.97;30;2023015;2023015;NULL;334494;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;10;364;38276293;163512.97;31;2236681;2236681;NULL;334495;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
Y2102831;Corporation Macdonald, Dettwiler et Associes;33703;2018;11;364;38276293;163512.97;30;2013922;2013922;NULL;334496;48815;MDA SYSTEMS LTD;336410;Fab. de produits aerospatiaux & de leurs pieces;33641 ;NULL;NULL;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;1;365;25531300;87231.61;31;1664300;1664300;Souterrain;335638;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;2;365;25531300;87231.61;28;1553800;1553800;Souterrain;335639;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
31837545;Municipalite de Saint-Raphael;33737;2018;3;365;25531300;87231.61;31;1724100;1724100;Souterrain;335640;48870;Installation de production Saint-Raphael (batiment de service puits PE-4);22131;Reseaux d'aqueduc & systemes d'irrigation;2213  ;46.80294652;-70.73904876;NULL
